CourseOfferingID,CourseID,EmployeeID,TermID,RoomID,CRN,ActualCredits,MaxEnrollment,Section,MeetingDays,MeetingTime
7352,148,425,69,92,58269,3,24,3,T Th   ,12:15 PM - 1:30 PM
7353,148,425,69,93,58273,3,24,4,T Th   ,3:05 PM - 4:20 PM
7354,148,425,78,92,55316,3,24,7,T Th   ,12:15 PM - 1:30 PM
7355,148,425,89,93,57014,3,24,4,T Th   ,12:15 PM - 1:30 PM
7356,148,425,30,7,73064,3,25,W41,NULL,NULL
7357,148,464,75,94,28402,3,20,P10,NULL,NULL
7358,148,502,86,92,30906,3,24,3,M W    ,5:00 PM - 6:15 PM
7359,148,513,1,7,21076,3,30,W01,NULL,NULL
7360,148,513,5,7,19472,3,28,W01,NULL,NULL
7361,148,513,15,7,24440,3,28,W01,NULL,NULL
7362,148,513,25,7,25182,3,25,W01,NULL,NULL
7363,148,513,34,95,26358,3,20,W01,NULL,NULL
7364,148,513,45,94,23836,3,24,01W,NULL,NULL
7365,148,513,8,7,52065,3,26,W01,NULL,NULL
7366,148,513,19,7,50154,3,20,W01,NULL,NULL
7367,148,513,39,95,53504,3,25,W01,NULL,NULL
7368,148,513,49,95,55623,3,22,01W,NULL,NULL
7369,149,49,1,88,28316,1,20,7,W    ,8:00 AM - 8:50 AM
7370,149,49,1,88,28347,1,20,9,M      ,8:00 AM - 8:50 AM
7371,149,49,1,88,28365,1,20,10,F  ,8:00 AM - 8:50 AM
7372,149,49,8,19,52032,1,20,B01,Th   ,3:05 PM - 3:55 PM
7373,149,118,1,41,21016,1,20,1,M      ,3:05 PM - 3:55 PM
7374,149,118,1,41,21017,1,20,2,W    ,3:05 PM - 3:55 PM
7375,149,151,1,93,21074,1,20,3,T     ,10:50 AM - 11:40 AM
7376,149,151,8,41,52047,1,10,3,T     ,12:15 PM - 1:05 PM
7377,149,151,8,89,52045,1,10,1,T     ,9:25 AM - 10:15 AM
7378,149,151,8,89,52048,1,10,4,Th   ,9:25 AM - 10:15 AM
7379,149,236,1,19,21030,1,20,B02,T Th   ,4:30 PM - 4:55 PM
7380,149,360,1,41,21031,1,20,6,F  ,12:20 PM - 1:10 PM
7381,149,425,1,41,21077,1,20,4,T     ,1:40 PM - 2:30 PM
7382,149,425,1,41,21078,1,20,5,Th   ,1:40 PM - 2:30 PM
7383,149,425,1,78,28317,1,20,8,W    ,6:00 PM - 6:50 PM
7384,149,425,8,88,52067,1,20,11,M      ,11:30 AM - 12:20 PM
7385,149,425,8,88,52068,1,20,12,W    ,11:30 AM - 12:20 PM
7386,444,27,34,91,26448,4,20,4,T Th   ,4:30 PM - 6:10 PM
7387,444,27,45,92,23840,4,20,3,M W    ,6:25 PM - 8:05 PM
7388,444,27,45,93,23841,4,20,4,T Th   ,6:00 PM - 7:40 PM
7389,444,27,56,91,31401,4,25,4,M W F  ,8:40 AM - 9:50 AM
7390,444,27,49,92,55626,4,20,3,M W    ,6:25 PM - 8:10 PM
7391,444,49,5,91,25539,4,25,1,M W F  ,9:30 AM - 10:40 AM
7392,444,49,5,91,25540,4,25,2,M W F  ,11:10 AM - 12:20 PM
7393,444,49,19,39,54099,4,18,4,M W F  ,12:30 PM - 1:40 PM
7394,444,80,5,93,25545,4,25,5,T Th   ,6:00 PM - 7:40 PM
7395,444,80,15,92,24446,4,25,5,T Th   ,6:00 PM - 7:40 PM
7396,444,80,25,92,25142,4,25,2,T Th   ,6:00 PM - 7:40 PM
7397,444,80,34,91,26450,4,20,5,T Th   ,1:40 PM - 3:10 PM
7398,444,80,19,92,54097,4,18,2,M W F  ,12:30 PM - 1:40 PM
7399,444,80,19,93,54096,4,18,1,M W F  ,8:10 AM - 9:20 AM
7400,444,80,29,88,53931,4,25,3,M W F  ,1:30 PM - 2:40 PM
7401,444,80,39,93,53488,4,25,1,M W    ,5:00 PM - 6:40 PM
7402,444,80,49,92,55624,4,20,1,M W F  ,12:00 PM - 1:10 PM
7403,444,118,5,41,25548,4,25,8,T Th   ,12:15 PM - 1:55 PM
7404,444,118,15,41,24448,4,25,7,T Th   ,12:15 PM - 1:55 PM
7405,444,118,15,91,24447,4,25,6,T Th   ,9:00 AM - 10:40 AM
7406,444,118,25,91,25146,4,25,4,M W    ,3:30 PM - 5:10 PM
7407,444,118,56,93,27584,4,20,3,T Th   ,10:50 AM - 12:30 PM
7408,444,118,66,88,28823,4,24,5,T Th   ,10:50 AM - 12:30 PM
7409,444,151,5,93,25546,4,25,6,T Th   ,9:00 AM - 10:40 AM
7410,444,151,15,93,30088,4,25,8,M W F  ,1:30 PM - 2:40 PM
7411,444,151,34,92,26454,4,20,2,M W F  ,12:00 PM - 1:10 PM
7412,444,151,34,93,26451,4,20,1,M W F  ,8:40 AM - 9:50 AM
7413,444,151,45,94,23838,4,20,WM1,M W F  ,8:40 AM - 9:50 AM
7414,444,151,45,94,23839,4,20,WM2,M W F  ,1:15 PM - 2:25 PM
7415,444,151,56,89,27514,4,20,1,M W F  ,12:00 PM - 1:10 PM
7416,444,151,56,93,27516,4,20,2,M W    ,5:00 PM - 6:40 PM
7417,444,151,66,91,28807,4,23,4,M W F  ,8:40 AM - 9:50 AM
7418,444,151,66,91,28809,4,23,1,M W F  ,12:00 PM - 1:10 PM
7419,444,151,66,94,31137,4,23,3,M W F  ,2:30 PM - 3:40 PM
7420,444,151,75,90,28383,4,24,1,M W F  ,12:00 PM - 1:10 PM
7421,444,151,75,90,28384,4,24,4,M W F  ,8:40 AM - 9:50 AM
7422,444,151,75,93,28382,4,24,3,M W F  ,1:30 PM - 2:40 PM
7423,444,151,29,91,53955,4,25,2,M W F  ,12:00 PM - 1:10 PM
7424,444,151,49,91,55625,4,20,2,M W F  ,8:40 AM - 9:50 AM
7425,444,151,60,92,56730,4,24,1,M W F  ,12:00 PM - 1:10 PM
7426,444,151,69,62,58241,4,24,1,M W F  ,12:00 PM - 1:10 PM
7427,444,151,69,62,58242,4,24,2,M W F  ,1:30 PM - 2:40 PM
7428,444,151,78,91,55323,4,24,2,M W F  ,12:00 PM - 1:10 PM
7429,444,151,78,91,55324,4,24,1,M W F  ,1:20 PM - 2:40 PM
7430,444,151,78,91,55383,4,24,3,M W F  ,10:00 AM - 11:10 AM
7431,444,151,89,92,57003,4,24,1,M W F  ,10:40 AM - 11:50 AM
7432,444,151,89,92,57004,4,24,2,M W F  ,12:00 PM - 1:10 PM
7433,444,151,89,92,57005,4,24,3,M W F  ,1:30 PM - 2:40 PM
7434,444,177,34,91,26446,4,20,3,M W    ,5:00 PM - 6:40 PM
7435,444,214,39,91,53494,4,25,2,M W F  ,8:40 AM - 9:50 AM
7436,444,236,15,15,24441,4,25,B01,M W    ,6:00 PM - 7:40 PM
7437,444,236,25,89,25162,4,25,5,M W F  ,12:00 PM - 1:10 PM
7438,444,236,19,19,54095,4,18,B01,T Th   ,4:30 PM - 6:10 PM
7439,444,246,29,92,53925,4,25,1,M W F  ,12:00 PM - 1:10 PM
7440,444,246,60,94,56731,4,24,WM1,M W F  ,9:00 AM - 10:10 AM
7441,444,330,86,92,28107,4,24,1,M W F  ,12:40 PM - 1:50 PM
7442,444,330,86,92,28108,4,24,2,M W F  ,2:05 PM - 3:15 PM
7443,444,330,86,92,28109,4,24,3,M W F  ,8:30 AM - 9:40 AM
7444,444,360,25,41,25179,4,25,6,M W F  ,1:30 PM - 2:40 PM
7445,444,360,66,94,28818,4,20,2,M W F  ,1:30 PM - 2:20 PM
7446,444,407,5,87,25543,4,25,4,M W F  ,11:30 AM - 12:40 PM
7447,444,407,5,88,25542,4,0,3,M W F  ,9:10 AM - 10:20 AM
7448,444,407,15,91,24445,4,25,4,M W F  ,1:30 PM - 2:40 PM
7449,444,407,15,92,24444,4,25,3,M W F  ,12:00 PM - 1:10 PM
7450,682,49,15,92,24455,4,25,3,M W    ,6:25 PM - 8:05 PM
7451,682,49,25,19,25135,4,25,HN1,M W F  ,9:00 AM - 10:10 AM
7452,682,49,29,19,53966,4,25,B01,T Th   ,6:00 PM - 7:40 PM
7453,682,49,29,87,53967,4,25,3,M W F  ,12:00 PM - 1:10 PM
7454,682,49,29,92,53937,4,25,1,M W F  ,8:00 AM - 9:10 AM
7455,682,80,34,93,26364,4,20,3,T Th   ,10:50 AM - 12:30 PM
7456,682,80,45,94,23847,4,20,WMH,M W F  ,8:40 AM - 9:50 AM
7457,682,80,56,19,27433,4,20,HN1,M W F  ,8:40 AM - 9:50 AM
7458,682,80,56,94,27512,4,20,01W,NULL,NULL
7459,682,80,19,57,54371,4,30,B01,T Th   ,10:50 AM - 12:30 PM
7460,682,151,1,91,21071,4,30,1,M W F  ,8:40 AM - 9:50 AM
7461,682,151,1,91,21072,4,30,2,M W F  ,11:00 AM - 12:10 PM
7462,682,151,25,91,25154,4,25,1,M   F  ,9:00 AM - 9:50 AM
7463,682,151,25,91,25154,4,25,1,T Th   ,12:15 PM - 1:05 PM
7464,682,151,34,92,26414,4,20,2,T Th   ,4:30 PM - 6:10 PM
7465,682,151,45,94,23844,4,24,WM1,M W F  ,12:00 PM - 1:10 PM
7466,682,151,19,89,50155,4,30,2,M W F  ,8:10 AM - 9:20 AM
7467,682,151,39,92,53480,4,25,1,M W F  ,8:40 AM - 9:50 AM
7468,682,151,39,92,53481,4,25,2,M W F  ,12:00 PM - 1:20 PM
7469,682,151,49,92,55628,4,20,2,M W F  ,10:40 AM - 11:50 AM
7470,682,151,20,93,79018,4,20,41,MTWTh   ,9:45 AM - 12:45 PM
7471,682,156,34,19,26308,4,20,HN1,M W F  ,12:00 PM - 1:10 PM
7472,682,157,66,94,28864,4,22,01W,NULL,NULL
7473,682,157,75,94,28411,4,22,01W,NULL,NULL
7474,682,157,86,94,28110,4,24,01W,NULL,NULL
7475,682,157,78,94,59355,4,24,01W,NULL,NULL
7476,682,157,89,94,56171,4,24,01W,NULL,NULL
7477,682,159,5,89,19468,4,25,2,T Th   ,6:00 PM - 7:40 PM
7478,682,159,5,91,19467,4,30,1,M W F  ,8:10 AM - 9:20 AM
7479,682,159,15,41,24454,4,25,2,T Th   ,6:00 PM - 7:40 PM
7480,682,159,75,92,28377,4,24,2,M W F  ,1:30 PM - 2:40 PM
7481,682,159,86,90,28111,4,24,1,M W F  ,12:40 PM - 1:50 PM
7482,682,159,19,92,57459,4,30,3,M W    ,6:15 PM - 7:55 PM
7483,682,159,60,93,56740,4,24,1,M W F  ,12:00 PM - 1:10 PM
7484,682,159,69,92,58091,4,24,2,M W F  ,12:00 PM - 1:10 PM
7485,682,159,69,92,58240,4,24,1,M W F  ,10:40 AM - 11:50 AM
7486,682,159,73,94,75561,4,25,0WA,NULL,NULL
7487,682,236,5,87,24918,4,25,4,T Th   ,4:30 PM - 6:10 PM
7488,682,236,15,93,24453,4,25,1,M W F  ,12:00 PM - 1:10 PM
7489,682,236,8,57,55321,4,25,B01,T Th   ,1:40 PM - 3:20 PM
7490,682,246,66,19,28820,4,24,HN1,M W F  ,8:40 AM - 9:50 AM
7491,682,246,75,19,28355,4,24,LC1,M W F  ,8:40 AM - 9:50 AM
7492,682,246,86,19,28112,4,24,B01,M W F  ,8:30 AM - 9:40 AM
7493,682,246,49,39,55627,4,20,1,M W F  ,12:00 PM - 1:10 PM
7494,682,246,89,19,59376,4,20,LC1,M W F  ,1:30 PM - 2:40 PM
7495,682,253,86,42,30764,4,24,B02,M W F  ,8:30 AM - 9:40 AM
7496,682,281,1,92,21083,4,30,3,M W    ,6:00 PM - 7:40 PM
7497,682,281,5,92,19477,4,25,3,M W    ,6:15 PM - 7:55 PM
7498,682,281,8,93,52041,4,28,1,M W    ,6:15 PM - 7:55 PM
7499,682,360,34,89,26362,4,25,1,M W F  ,12:00 PM - 1:10 PM
7500,682,360,66,94,28816,4,22,0WS,M W F  ,12:00 PM - 1:10 PM
7501,682,360,29,7,53980,4,25,W01,NULL,NULL
7502,682,360,60,94,56791,4,24,01W,NULL,NULL
7503,682,360,60,94,56792,4,24,02W,NULL,NULL
7504,682,360,69,94,60199,4,25,01W,NULL,NULL
7505,682,360,78,88,55327,4,24,2,M W F  ,1:30 PM - 2:40 PM
7506,682,360,30,7,73065,4,25,W41,NULL,NULL
7507,682,360,50,95,73868,4,20,01W,NULL,NULL
7508,682,360,63,94,74355,4,20,01W,NULL,NULL
7509,682,360,82,94,75154,4,25,0WA,NULL,NULL
7510,682,417,25,93,25180,4,25,2,M W F  ,12:00 PM - 1:10 PM
7511,682,417,56,88,31400,4,18,1,T Th   ,8:40 AM - 10:20 AM
7512,682,417,56,92,27462,4,20,2,T Th   ,10:50 AM - 12:30 PM
7513,682,417,66,93,28772,4,22,2,M W F  ,11:00 AM - 12:10 PM
7514,682,417,75,93,28362,4,24,1,M W F  ,11:00 AM - 12:10 PM
7515,682,417,86,93,28113,4,24,2,M W F  ,11:15 AM - 12:20 PM
7516,682,417,78,93,55309,4,24,1,M W F  ,10:40 AM - 11:50 AM
7517,682,417,89,93,57008,4,24,1,M W F  ,10:40 AM - 11:50 AM
7518,682,425,8,91,52066,4,28,3,M W F  ,12:30 PM - 1:40 PM
7519,682,425,12,92,70990,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7520,682,425,43,93,73946,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7521,682,513,15,7,24457,4,25,W01,NULL,NULL
7522,682,513,25,7,25172,4,25,W01,NULL,NULL
7523,682,513,34,95,26415,4,20,W01,NULL,NULL
7524,682,513,45,94,23846,4,24,01W,NULL,NULL
7525,682,513,39,95,53505,4,25,W01,NULL,NULL
7526,682,513,49,95,55629,4,20,01W,NULL,NULL
7527,103,1,78,94,59352,3,24,01W,NULL,NULL
7528,103,80,5,87,19476,3,25,2,T Th   ,10:50 AM - 12:05 PM
7529,103,80,5,89,19435,3,25,1,M W    ,1:55 PM - 3:10 PM
7530,103,80,5,89,19475,3,25,3,M W    ,3:20 PM - 4:35 PM
7531,103,80,15,91,24460,3,25,2,T Th   ,10:50 AM - 12:05 PM
7532,103,80,15,92,24459,3,25,1,M W F  ,1:30 PM - 2:20 PM
7533,103,80,15,92,24461,3,25,3,M W    ,3:30 PM - 4:45 PM
7534,103,80,25,7,25145,3,25,W01,NULL,NULL
7535,103,80,25,92,25144,3,25,1,M W F  ,1:30 PM - 2:20 PM
7536,103,80,19,89,50129,3,20,3,M W    ,3:20 PM - 4:35 PM
7537,103,80,29,93,53932,3,25,5,M W    ,3:30 PM - 4:45 PM
7538,103,80,39,92,53489,3,25,1,T Th   ,9:25 AM - 10:40 AM
7539,103,80,39,92,53490,3,25,2,T Th   ,10:50 AM - 12:05 PM
7540,103,118,45,94,23849,3,20,03W,NULL,NULL
7541,103,118,56,93,27456,3,20,2,T Th   ,1:40 PM - 2:55 PM
7542,103,118,56,93,27480,3,20,1,T Th   ,9:25 AM - 10:40 AM
7543,103,118,66,93,28804,3,24,1,T Th   ,9:25 AM - 10:40 AM
7544,103,118,66,93,28805,3,24,2,T Th   ,1:40 PM - 2:55 PM
7545,103,118,8,41,52026,3,28,3,T Th   ,3:05 PM - 4:20 PM
7546,103,118,8,41,52042,3,28,1,T Th   ,6:00 PM - 7:15 PM
7547,103,118,19,41,50142,3,20,1,T Th   ,9:25 AM - 10:40 AM
7548,103,118,19,62,50150,3,20,2,T Th   ,4:30 PM - 5:45 PM
7549,103,118,69,91,58253,3,24,2,M W F  ,9:00 AM - 9:50 AM
7550,103,118,12,41,70989,3,25,41,MTWTh   ,1:00 PM - 3:15 PM
7551,103,151,25,89,25155,3,25,2,T Th   ,10:50 AM - 12:05 PM
7552,103,151,29,93,53965,3,25,6,T Th   ,10:50 AM - 12:05 PM
7553,103,151,39,93,53482,3,25,3,T Th   ,3:05 PM - 4:20 PM
7554,103,151,49,93,55630,3,24,3,T Th   ,3:05 PM - 4:20 PM
7555,103,151,60,92,58615,3,24,1,M W F  ,9:00 AM - 9:50 AM
7556,103,157,86,94,30904,3,24,01W,NULL,NULL
7557,103,157,86,94,30905,3,24,02W,NULL,NULL
7558,103,159,63,94,74356,3,20,01W,NULL,NULL
7559,103,203,1,89,21039,3,25,1,M W    ,1:40 PM - 2:55 PM
7560,103,203,5,7,24930,3,25,W01,NULL,NULL
7561,103,203,15,7,24462,3,25,W01,NULL,NULL
7562,103,203,8,89,52053,3,28,2,M W F  ,11:30 AM - 12:20 PM
7563,103,203,19,7,54100,3,20,W01,NULL,NULL
7564,103,203,22,7,78974,3,15,W01,NULL,NULL
7565,103,214,34,93,26418,3,20,3,T Th   ,1:40 PM - 2:55 PM
7566,103,236,25,89,25163,3,25,3,T Th   ,6:00 PM - 7:15 PM
7567,103,236,29,91,53962,3,25,4,M W F  ,1:30 PM - 2:20 PM
7568,103,236,29,92,53938,3,25,1,T Th   ,3:05 PM - 4:20 PM
7569,103,236,29,93,53953,3,25,2,T Th   ,4:30 PM - 5:45 PM
7570,103,246,34,39,26429,3,20,2,T Th   ,12:15 PM - 1:30 PM
7571,103,246,34,88,26427,3,20,1,T Th   ,9:25 AM - 10:40 AM
7572,103,246,49,92,55631,3,24,1,M W F  ,1:30 PM - 2:20 PM
7573,103,246,60,94,56769,3,24,WM1,T Th   ,9:25 AM - 10:40 AM
7574,103,246,60,94,56770,3,24,WM2,T Th   ,12:15 PM - 1:30 PM
7575,103,246,69,92,58244,3,24,1,M W F  ,8:00 AM - 8:50 AM
7576,103,246,69,93,58247,3,24,3,M W F  ,1:30 PM - 2:20 PM
7577,103,246,50,95,73869,3,20,01W,NULL,NULL
7578,103,246,73,94,75562,3,25,0WA,NULL,NULL
7579,103,246,82,94,75155,3,25,0WA,NULL,NULL
7580,103,360,45,94,23848,3,24,02W,NULL,NULL
7581,103,360,45,94,23850,3,20,01W,NULL,NULL
7582,103,360,75,92,28388,3,24,1,T Th   ,9:25 AM - 10:40 AM
7583,103,360,75,94,31066,3,24,01W,NULL,NULL
7584,103,360,39,95,53469,3,25,W01,NULL,NULL
7585,103,360,78,88,55326,3,24,1,M W F  ,9:00 AM - 9:50 AM
7586,103,360,89,93,57021,3,24,1,T Th   ,9:25 AM - 10:40 AM
7587,103,360,89,93,57022,3,24,2,T Th   ,10:50 AM - 12:05 PM
7588,103,360,41,95,73953,3,25,W01,NULL,NULL
7589,103,425,1,87,21082,3,25,2,T Th   ,10:50 AM - 12:05 PM
7590,103,425,1,89,21081,3,25,3,M W    ,3:05 PM - 4:20 PM
7591,104,49,8,41,52036,4,25,1,M W F  ,12:30 PM - 1:40 PM
7592,104,49,8,93,52037,4,25,2,M W F  ,8:10 AM - 9:20 AM
7593,104,49,29,92,53926,4,25,1,M W F  ,2:30 PM - 3:40 PM
7594,104,80,39,19,53483,4,25,HNR,M W F  ,8:40 AM - 9:50 AM
7595,104,80,49,19,55615,4,20,HN1,M W F  ,8:40 AM - 9:50 AM
7596,104,80,60,19,56744,4,24,HN1,M W F  ,8:40 AM - 9:50 AM
7597,104,80,40,93,73949,4,25,42,MTWTh   ,9:45 AM - 12:45 PM
7598,104,118,25,41,25147,4,25,1,M W F  ,10:00 AM - 10:50 AM
7599,104,118,34,93,26441,4,22,2,M W F  ,12:00 PM - 1:10 PM
7600,104,118,39,39,53471,4,25,3,M W F  ,9:40 AM - 10:50 AM
7601,104,118,39,41,53470,4,25,2,M W F  ,12:00 PM - 1:10 PM
7602,104,118,30,41,73060,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7603,104,151,5,89,23908,4,25,4,M W F  ,12:30 PM - 1:40 PM
7604,104,151,5,93,19425,4,25,2,M W F  ,8:10 AM - 9:20 AM
7605,104,151,15,87,24464,4,25,2,M W F  ,8:40 AM - 9:50 AM
7606,104,151,15,91,24465,4,25,3,M W F  ,12:00 PM - 1:10 PM
7607,104,151,25,41,25147,4,25,1,T     ,8:00 AM - 8:50 AM
7608,104,151,25,76,25157,4,25,3,M W F  ,12:00 PM - 1:10 PM
7609,104,151,8,77,55327,4,25,3,F  ,10:30 AM - 11:20 AM
7610,104,151,8,93,55327,4,25,3,T Th   ,10:50 AM - 12:05 PM
7611,104,151,29,88,53968,4,25,3,F  ,8:00 AM - 8:55 AM
7612,104,151,29,88,53968,4,25,3,T Th   ,8:00 AM - 9:15 AM
7613,104,151,12,93,75256,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7614,104,151,63,94,74358,4,20,01W,NULL,NULL
7615,104,151,82,94,75156,4,25,0WA,NULL,NULL
7616,104,156,69,19,58297,4,24,HN1,M W F  ,8:40 AM - 9:50 AM
7617,104,159,5,92,19424,4,25,1,F  ,12:30 PM - 1:20 PM
7618,104,159,5,92,19424,4,25,1,T Th   ,1:40 PM - 2:35 PM
7619,104,159,45,93,23852,4,20,2,M W F  ,12:00 PM - 1:10 PM
7620,104,159,56,91,27589,4,20,3,T Th   ,10:50 AM - 12:30 PM
7621,104,159,19,88,50138,4,20,1,M W F  ,12:30 PM - 1:40 PM
7622,104,159,19,92,56230,4,20,3,F  ,9:30 AM - 10:20 AM
7623,104,159,19,92,56230,4,20,3,T Th   ,10:50 AM - 12:05 PM
7624,104,159,29,93,53939,4,25,2,M W F  ,12:00 PM - 1:10 PM
7625,104,159,49,93,55633,4,20,1,M W F  ,8:40 AM - 9:50 AM
7626,104,159,60,93,56741,4,24,1,M W F  ,9:00 AM - 10:10 AM
7627,104,159,43,92,73947,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7628,104,159,50,95,73871,4,24,W41,NULL,NULL
7629,104,236,1,87,21028,4,25,2,M W F  ,8:40 AM - 9:50 AM
7630,104,236,1,92,21027,4,25,1,M W F  ,11:00 AM - 12:10 PM
7631,104,236,19,88,50139,4,20,2,M W F  ,8:10 AM - 9:20 AM
7632,104,246,86,19,30121,4,24,B01,M W F  ,11:15 AM - 12:25 PM
7633,104,246,49,92,55635,4,20,3,T Th   ,10:50 AM - 12:35 PM
7634,104,246,60,94,58619,4,24,WM1,M W F  ,12:00 PM - 1:10 PM
7635,104,246,69,93,58087,4,24,1,M W F  ,12:00 PM - 1:10 PM
7636,104,246,78,19,55300,4,24,LC1,M W F  ,8:40 AM - 9:50 AM
7637,104,246,89,19,56994,4,24,LC1,M W F  ,8:40 AM - 9:50 AM
7638,104,360,15,88,24463,4,25,1,M W F  ,8:40 AM - 9:50 AM
7639,104,360,25,39,25174,4,25,2,M W F  ,12:00 PM - 1:10 PM
7640,104,360,34,92,26436,4,22,1,M W F  ,8:40 AM - 9:50 AM
7641,104,360,45,94,23851,4,24,01W,NULL,NULL
7642,104,360,66,94,28817,4,20,0WS,T Th   ,1:40 PM - 3:20 PM
7643,104,360,78,88,55325,4,24,2,M W F  ,12:00 PM - 1:10 PM
7644,104,360,20,41,79020,4,20,41,MTWTh   ,9:45 AM - 12:45 PM
7645,104,360,73,94,75563,4,25,0WA,NULL,NULL
7646,104,417,1,89,28281,4,25,4,M W F  ,12:15 PM - 1:25 PM
7647,104,417,34,88,26431,4,22,3,T Th   ,10:50 AM - 12:30 PM
7648,104,417,45,94,23853,4,24,WM1,M W F  ,1:15 PM - 2:25 PM
7649,104,417,56,92,27463,4,20,1,M W F  ,8:40 AM - 9:50 AM
7650,104,417,56,93,27513,4,20,2,M W F  ,12:00 PM - 1:10 PM
7651,104,417,66,93,28771,4,24,1,M W F  ,8:40 AM - 9:50 AM
7652,104,417,66,93,28776,4,24,2,MTWTh   ,12:20 PM - 1:10 PM
7653,104,417,75,93,28365,4,24,1,M W F  ,8:40 AM - 9:50 AM
7654,104,417,75,93,28368,4,24,2,MTWTh   ,12:20 PM - 1:10 PM
7655,104,417,86,90,28116,4,24,1,MTWTh   ,8:50 AM - 9:40 AM
7656,104,417,86,93,28117,4,24,2,MTWTh   ,12:40 PM - 1:30 PM
7657,104,417,39,93,53476,4,25,1,M W F  ,12:00 PM - 1:20 PM
7658,104,417,49,93,55634,4,20,2,M W F  ,12:00 PM - 1:10 PM
7659,104,417,69,93,58239,4,24,2,M W F  ,8:40 AM - 9:50 AM
7660,104,417,78,93,55308,4,24,1,M W F  ,8:40 AM - 9:50 AM
7661,104,417,89,93,57007,4,24,1,M W F  ,8:40 AM - 9:50 AM
7662,105,49,15,62,24466,4,25,1,M W F  ,12:00 PM - 1:10 PM
7663,105,49,19,87,50136,4,25,2,M W F  ,8:10 AM - 9:20 AM
7664,105,49,10,93,75255,4,25,42,MTWTh   ,9:45 AM - 12:45 PM
7665,105,80,34,15,28667,4,25,HN1,M W F  ,8:40 AM - 9:50 AM
7666,105,80,45,94,23856,4,20,WMH,M W F  ,12:00 PM - 1:10 PM
7667,105,80,56,19,27434,4,20,HN1,M W F  ,12:00 PM - 1:10 PM
7668,105,118,12,41,73079,4,25,41,MTWTh   ,9:45 AM - 12:45 PM
7669,105,118,20,88,79021,4,20,41,MTWTh   ,9:45 AM - 12:45 PM
7670,105,118,40,92,73950,4,25,42,MTWTh   ,9:45 AM - 12:45 PM
7671,105,157,78,94,59356,4,24,01W,NULL,NULL
7672,105,159,25,88,25149,4,25,1,M W F  ,12:00 PM - 1:10 PM
7673,105,159,25,92,25150,4,25,2,F  ,11:00 AM - 11:50 AM
7674,105,159,25,92,25150,4,25,2,T Th   ,8:00 AM - 9:15 AM
7675,105,159,34,91,26442,4,20,1,M W F  ,12:00 PM - 1:10 PM
7676,105,159,56,92,27464,4,20,1,M W F  ,12:00 PM - 1:10 PM
7677,105,159,66,92,28802,4,20,1,MTWTh   ,12:20 PM - 1:10 PM
7678,105,159,75,92,28378,4,20,1,M W F  ,8:40 AM - 9:50 AM
7679,105,159,86,93,28118,4,20,1,M W F  ,8:30 AM - 9:40 AM
7680,105,159,23,93,79028,4,20,42,MTWTh   ,9:45 AM - 12:45 PM
7681,105,159,33,93,73067,4,25,42,MTWTh   ,9:45 AM - 12:45 PM
7682,105,236,5,62,25241,4,25,2,M W F  ,9:30 AM - 10:40 AM
7683,105,236,15,91,26049,4,25,2,T Th   ,4:30 PM - 6:10 PM
7684,105,236,8,92,52033,4,25,1,M W F  ,12:30 PM - 1:40 PM
7685,105,236,8,92,52034,4,25,2,M W F  ,8:10 AM - 9:20 AM
7686,105,246,45,94,23855,4,20,WM1,M W F  ,1:15 PM - 2:25 PM
7687,105,246,66,19,28822,4,20,HN1,M W F  ,12:00 PM - 1:10 PM
7688,105,246,75,19,28356,4,20,LC1,M W F  ,12:00 PM - 1:10 PM
7689,105,246,86,57,28119,4,20,B01,M W    ,2:05 PM - 3:45 PM
7690,105,246,63,94,74359,4,20,01W,NULL,NULL
7691,105,360,1,41,21035,4,30,1,M W F  ,11:00 AM - 12:10 PM
7692,105,360,29,41,53969,4,25,2,M W F  ,12:00 PM - 1:10 PM
7693,105,360,39,41,53475,4,25,01F,M W    ,5:00 PM - 6:15 PM
7694,105,360,39,95,53475,4,25,01F,NULL,NULL
7695,105,360,49,91,55637,4,20,1,M W F  ,12:00 PM - 1:10 PM
7696,105,417,5,91,19431,4,25,1,M W F  ,12:30 PM - 1:40 PM
7697,105,417,34,62,26443,4,20,2,M W F  ,10:00 AM - 11:10 AM
7698,105,417,45,94,23854,4,20,WM2,M W F  ,12:00 PM - 1:10 PM
7699,105,417,19,93,50135,4,25,1,M W F  ,12:30 PM - 1:40 PM
7700,105,417,39,93,53477,4,25,1,T Th   ,10:50 AM - 12:30 PM
7701,105,417,49,93,55636,4,20,2,T Th   ,10:50 AM - 12:35 PM
7702,105,417,60,62,56750,4,50,01F,M W F  ,11:00 AM - 12:10 PM
7703,105,417,69,87,58094,4,24,2,M W F  ,12:00 PM - 1:10 PM
7704,105,417,78,93,55310,4,24,2,M W F  ,12:00 PM - 1:10 PM
7705,105,417,89,93,57009,4,24,1,M W F  ,12:00 PM - 1:10 PM
7706,105,417,71,94,75564,4,25,0WB,NULL,NULL
7707,105,417,84,94,75157,4,25,0WB,NULL,NULL
